Repo,PR Name,Author,Date,PR URL
rooster_reminders_front_end,update | custom post | add cb ortho,qooqu,2024-06-03,https://github.com/roostergrin/rooster_reminders_front_end/pull/823
rooster_reminders_front_end,deploy update | custom post | add cb ortho,qooqu,2024-06-03,https://github.com/roostergrin/rooster_reminders_front_end/pull/824
rooster-reminders-back-end,update | sidekiq | even more mega,qooqu,2024-06-01,https://github.com/roostergrin/rooster-reminders-back-end/pull/2632
rooster-reminders-back-end,deploy update | sidekiq | mega clean up,qooqu,2024-06-01,https://github.com/roostergrin/rooster-reminders-back-end/pull/2633
rooster_reminders_front_end,deploy update | left menu | add os to messages icon active,qooqu,2024-05-31,https://github.com/roostergrin/rooster_reminders_front_end/pull/822
rooster_reminders_front_end,update | left menu | add os to messages icon active,qooqu,2024-05-31,https://github.com/roostergrin/rooster_reminders_front_end/pull/821
rooster-reminders-back-end,update | sidekiq | mega clean up,qooqu,2024-05-31,https://github.com/roostergrin/rooster-reminders-back-end/pull/2630
rooster-reminders-back-end,update | sidekiq | more mega,qooqu,2024-05-31,https://github.com/roostergrin/rooster-reminders-back-end/pull/2631
rooster-reminders-back-end,deploy update | dolphin os | add appt id to booking appt,qooqu,2024-05-31,https://github.com/roostergrin/rooster-reminders-back-end/pull/2629
rooster-reminders-back-end,update | dolphin os | add appt id to booking appt,qooqu,2024-05-30,https://github.com/roostergrin/rooster-reminders-back-end/pull/2628
rooster-reminders-back-end,Updates create_lead to use the right variable.,Gordoburrito,2024-05-24,https://github.com/roostergrin/rooster-reminders-back-end/pull/2626
rooster-reminders-back-end,deploy | fix create_lead to use the right variable.,Gordoburrito,2024-05-24,https://github.com/roostergrin/rooster-reminders-back-end/pull/2627
openchair_widget,deploy update | add redirect option,qooqu,2024-05-23,https://github.com/roostergrin/openchair_widget/pull/285
thread-mobile,remove the promise resolution,Gordoburrito,2024-05-23,https://github.com/roostergrin/thread-mobile/pull/212
thread-mobile,updates sentry configuration to work with the build,Gordoburrito,2024-05-23,https://github.com/roostergrin/thread-mobile/pull/213
thread-mobile,turn off background notifications build to see if in test flight that it doesn't crash,Gordoburrito,2024-05-22,https://github.com/roostergrin/thread-mobile/pull/209
thread-mobile,turn off background notifications so that it goes into test flight,Gordoburrito,2024-05-22,https://github.com/roostergrin/thread-mobile/pull/210
thread-mobile,Sentry fix,Gordoburrito,2024-05-22,https://github.com/roostergrin/thread-mobile/pull/211
openchair_widget,update | add redirect option,qooqu,2024-05-22,https://github.com/roostergrin/openchair_widget/pull/284
thread-mobile,turn off background notifications,Gordoburrito,2024-05-22,https://github.com/roostergrin/thread-mobile/pull/208
rooster_reminders_front_end,deploy update | product stuff | names and left bar icons,qooqu,2024-05-22,https://github.com/roostergrin/rooster_reminders_front_end/pull/820
thread-mobile,Fix crashes rm shadowOffset and Platform conditionals,Gordoburrito,2024-05-21,https://github.com/roostergrin/thread-mobile/pull/207
thread-mobile,update minor crash on logout button click and old Platform bug,Gordoburrito,2024-05-21,https://github.com/roostergrin/thread-mobile/pull/206
rooster-reminders-back-end,update | do not send | add larson patient status check,qooqu,2024-05-20,https://github.com/roostergrin/rooster-reminders-back-end/pull/2624
rooster-reminders-back-end,deploy udpate | c9 os api | add white ortho,qooqu,2024-05-20,https://github.com/roostergrin/rooster-reminders-back-end/pull/2623
rooster-reminders-back-end,udpate | c9 os api | add white ortho,qooqu,2024-05-20,https://github.com/roostergrin/rooster-reminders-back-end/pull/2622
thread-mobile,merge staging into master,Gordoburrito,2024-05-20,https://github.com/roostergrin/thread-mobile/pull/201
thread-mobile,updates testing node modules,Gordoburrito,2024-05-20,https://github.com/roostergrin/thread-mobile/pull/202
thread-mobile,update testing node modules,Gordoburrito,2024-05-20,https://github.com/roostergrin/thread-mobile/pull/203
thread-mobile,udpates node modules for test,Gordoburrito,2024-05-20,https://github.com/roostergrin/thread-mobile/pull/204
thread-mobile,deploy | udpates node modules for test,Gordoburrito,2024-05-20,https://github.com/roostergrin/thread-mobile/pull/205
thread-mobile,update to expo 51 change circle ci node versions to be compatible,Gordoburrito,2024-05-20,https://github.com/roostergrin/thread-mobile/pull/200
rooster-reminders-back-end,"deploy [ update | crm | add practice notification ms, update | do not send | add larson patient status check ]",qooqu,2024-05-20,https://github.com/roostergrin/rooster-reminders-back-end/pull/2625
thread-mobile,updates to 50,Gordoburrito,2024-05-17,https://github.com/roostergrin/thread-mobile/pull/197
thread-mobile,updates to 50,Gordoburrito,2024-05-17,https://github.com/roostergrin/thread-mobile/pull/198
thread-mobile,update to 51,Gordoburrito,2024-05-17,https://github.com/roostergrin/thread-mobile/pull/199
rooster-reminders-back-end,update | console | adds pry-byebug and pry config,qooqu,2024-05-17,https://github.com/roostergrin/rooster-reminders-back-end/pull/2619
rooster-reminders-back-end,update | console | add pry-byebug and pry config,BryantFukushima,2024-05-17,https://github.com/roostergrin/rooster-reminders-back-end/pull/2620
rooster-reminders-back-end,update | console | add pry-byebug and pry config (for development),BryantFukushima,2024-05-17,https://github.com/roostergrin/rooster-reminders-back-end/pull/2621
rooster-reminders-back-end,deploy update | Cloud9 parser | scope sentry errors to prod only,qooqu,2024-05-16,https://github.com/roostergrin/rooster-reminders-back-end/pull/2616
rooster-reminders-back-end,fix | cloud9 os api | rp info rate limit and minor refactor,qooqu,2024-05-16,https://github.com/roostergrin/rooster-reminders-back-end/pull/2617
rooster-reminders-back-end,deploy fix | cloud9 os api | rp info rate limit and minor refactor,qooqu,2024-05-16,https://github.com/roostergrin/rooster-reminders-back-end/pull/2618
rooster_reminders_front_end,update | product stuff | names and left bar icons,qooqu,2024-05-16,https://github.com/roostergrin/rooster_reminders_front_end/pull/819
rooster-reminders-back-end,deploy update | Orchard of Smiles | send api errors to sentry,qooqu,2024-05-15,https://github.com/roostergrin/rooster-reminders-back-end/pull/2614
rooster-reminders-back-end,update | Cloud9 parser | scope sentry errors to prod only,BryantFukushima,2024-05-15,https://github.com/roostergrin/rooster-reminders-back-end/pull/2615
rooster_reminders_front_end,update | custom post | adds keyser,qooqu,2024-05-15,https://github.com/roostergrin/rooster_reminders_front_end/pull/817
rooster_reminders_front_end,deploy update | custom post | adds keyser,qooqu,2024-05-15,https://github.com/roostergrin/rooster_reminders_front_end/pull/818
rooster-reminders-back-end,update | Orchard of Smiles | send api errors to sentry,BryantFukushima,2024-05-15,https://github.com/roostergrin/rooster-reminders-back-end/pull/2613
thread-mobile,build updates and sets to update for the BITRISE_APP_PLATFORM,Gordoburrito,2024-05-15,https://github.com/roostergrin/thread-mobile/pull/196
thread-mobile,build updates and sets to update for the BITRISE_APP_PLATFORM,Gordoburrito,2024-05-15,https://github.com/roostergrin/thread-mobile/pull/195
thread-mobile,typo,Gordoburrito,2024-05-14,https://github.com/roostergrin/thread-mobile/pull/193
thread-mobile,deploy| updates to build for both ios and android,Gordoburrito,2024-05-14,https://github.com/roostergrin/thread-mobile/pull/192
thread-mobile,updates to build for both ios and android :shrug:,Gordoburrito,2024-05-14,https://github.com/roostergrin/thread-mobile/pull/191
rooster-reminders-back-end,update | crm | add practice notification ms,qooqu,2024-05-14,https://github.com/roostergrin/rooster-reminders-back-end/pull/2612
thread-mobile,Enhanced message handling for unknown numbers - v2.3.2,Gordoburrito,2024-05-14,https://github.com/roostergrin/thread-mobile/pull/190
thread-mobile,update version,Gordoburrito,2024-05-14,https://github.com/roostergrin/thread-mobile/pull/189
thread-mobile,Feat text unknown number,Gordoburrito,2024-05-14,https://github.com/roostergrin/thread-mobile/pull/188
thread-mobile,fix typo,Gordoburrito,2024-05-14,https://github.com/roostergrin/thread-mobile/pull/194
rooster-reminders-back-end,deploy update | active hours | fix on_day scope and add ensure_active_hours,qooqu,2024-05-10,https://github.com/roostergrin/rooster-reminders-back-end/pull/2609
rooster-reminders-back-end,fix | active_hours | on_day,qooqu,2024-05-10,https://github.com/roostergrin/rooster-reminders-back-end/pull/2610
rooster-reminders-back-end,deploy fix | active_hours | on_day,qooqu,2024-05-10,https://github.com/roostergrin/rooster-reminders-back-end/pull/2611
rooster-reminders-back-end,deploy [ update | prevent default MSs for SSP ] and [ feat | adds active hours ],qooqu,2024-05-10,https://github.com/roostergrin/rooster-reminders-back-end/pull/2607
rooster-reminders-back-end,update | active hours | fix on_day scope and add ensure_active_hours,qooqu,2024-05-10,https://github.com/roostergrin/rooster-reminders-back-end/pull/2608
openchair_widget,update | liine | changed their api,qooqu,2024-05-10,https://github.com/roostergrin/openchair_widget/pull/282
openchair_widget,deploy update | liine | changed their api,qooqu,2024-05-10,https://github.com/roostergrin/openchair_widget/pull/283
rooster-reminders-back-end,fix | active_hours | time string handling and active_hours check from…,qooqu,2024-05-09,https://github.com/roostergrin/rooster-reminders-back-end/pull/2606
rooster-reminders-back-end,"deploy update | reopen closed bookings | update prac list, beta filter, add holladay",qooqu,2024-05-08,https://github.com/roostergrin/rooster-reminders-back-end/pull/2603
rooster-reminders-back-end,feat | adds active hours,qooqu,2024-05-08,https://github.com/roostergrin/rooster-reminders-back-end/pull/2605
rooster-reminders-back-end,"update | reopen closed bookings | update prac list, beta filter, add holladay",qooqu,2024-05-08,https://github.com/roostergrin/rooster-reminders-back-end/pull/2602
rooster-reminders-back-end,update | prevent default MSs for SSP,BryantFukushima,2024-05-08,https://github.com/roostergrin/rooster-reminders-back-end/pull/2604
rooster-reminders-back-end,fix / update | convert leads worker | use helpers and add exist appt check,qooqu,2024-05-02,https://github.com/roostergrin/rooster-reminders-back-end/pull/2600
rooster-reminders-back-end,update | add convert leads worker,qooqu,2024-05-02,https://github.com/roostergrin/rooster-reminders-back-end/pull/2597
rooster-reminders-back-end,deploy fix / update | convert leads worker | use helpers and add exist appt check,qooqu,2024-05-02,https://github.com/roostergrin/rooster-reminders-back-end/pull/2601
rooster-reminders-back-end,deploy update | add convert leads worker,qooqu,2024-05-02,https://github.com/roostergrin/rooster-reminders-back-end/pull/2598
rooster-reminders-back-end,fix | convert leads worker | path,qooqu,2024-05-02,https://github.com/roostergrin/rooster-reminders-back-end/pull/2599
rooster-reminders-back-end,update | call | name rp stuff and create lead / existing caller stuff,qooqu,2024-05-01,https://github.com/roostergrin/rooster-reminders-back-end/pull/2595
rooster-reminders-back-end,deploy | a lot ... see description,qooqu,2024-05-01,https://github.com/roostergrin/rooster-reminders-back-end/pull/2594
rooster-reminders-back-end,deploy update | call | name rp stuff and create lead / existing caller stuff,qooqu,2024-05-01,https://github.com/roostergrin/rooster-reminders-back-end/pull/2596
rooster-reminders-back-end,update | leads and patients relationship | many to many,qooqu,2024-04-30,https://github.com/roostergrin/rooster-reminders-back-end/pull/2592
rooster-reminders-back-end,update | lead patient match | loosen restrictions,qooqu,2024-04-30,https://github.com/roostergrin/rooster-reminders-back-end/pull/2593
rooster-reminders-back-end,update | console to pry,qooqu,2024-04-29,https://github.com/roostergrin/rooster-reminders-back-end/pull/2590
rooster-reminders-back-end,update | add routes | leads/with_events and leads/bulk_update,Gordoburrito,2024-04-29,https://github.com/roostergrin/rooster-reminders-back-end/pull/2591
rooster-reminders-back-end,update | lead | add active,qooqu,2024-04-26,https://github.com/roostergrin/rooster-reminders-back-end/pull/2588
rooster-reminders-back-end,deploy | lots of stuff,qooqu,2024-04-26,https://github.com/roostergrin/rooster-reminders-back-end/pull/2589
rooster-reminders-back-end,update | unknown lead from call | name from cnam,qooqu,2024-04-25,https://github.com/roostergrin/rooster-reminders-back-end/pull/2587
rooster-reminders-back-end,update | call model | add caller id,qooqu,2024-04-25,https://github.com/roostergrin/rooster-reminders-back-end/pull/2586
rooster-reminders-back-end,update | crm assoc pts worker | add lead event; minor magic number cleanup,qooqu,2024-04-25,https://github.com/roostergrin/rooster-reminders-back-end/pull/2585
rooster-reminders-back-end,update | crm assoc pts worker | get rid of converted constraint,qooqu,2024-04-24,https://github.com/roostergrin/rooster-reminders-back-end/pull/2583
rooster-reminders-back-end,deploy update | crm assoc pts worker | get rid of converted constraint,qooqu,2024-04-24,https://github.com/roostergrin/rooster-reminders-back-end/pull/2584
rooster-reminders-back-end,deploy update | coredial | error log,qooqu,2024-04-23,https://github.com/roostergrin/rooster-reminders-back-end/pull/2582
rooster-reminders-back-end,update | coredial | error log,qooqu,2024-04-23,https://github.com/roostergrin/rooster-reminders-back-end/pull/2581
rooster-reminders-back-end,deploy fix | coredial | uccall id,qooqu,2024-04-23,https://github.com/roostergrin/rooster-reminders-back-end/pull/2580
rooster-reminders-back-end,fix | coredial | uccall id,qooqu,2024-04-23,https://github.com/roostergrin/rooster-reminders-back-end/pull/2579
rooster-reminders-back-end,deploy fix | Email model lead events AND fix | coredial | handle uccall,qooqu,2024-04-22,https://github.com/roostergrin/rooster-reminders-back-end/pull/2578
rooster-reminders-back-end,fix | Email model lead events,Gordoburrito,2024-04-19,https://github.com/roostergrin/rooster-reminders-back-end/pull/2576
rooster-reminders-back-end,deploy hotfix | patient lead assoc | at symbols,qooqu,2024-04-19,https://github.com/roostergrin/rooster-reminders-back-end/pull/2575
rooster-reminders-back-end,hotfix | patient lead assoc | at symbols,qooqu,2024-04-19,https://github.com/roostergrin/rooster-reminders-back-end/pull/2574
rooster-reminders-back-end,fix | coredial | handle uccall,qooqu,2024-04-19,https://github.com/roostergrin/rooster-reminders-back-end/pull/2577
rooster-reminders-back-end,deploy enhance | emails | add s3_obj_id AND update | patient | associate existing lead,qooqu,2024-04-18,https://github.com/roostergrin/rooster-reminders-back-end/pull/2573
rooster-reminders-back-end,update | tracking | set default lead source to direct,qooqu,2024-04-17,https://github.com/roostergrin/rooster-reminders-back-end/pull/2570
rooster-reminders-back-end,deploy update | leads | prevent dups AND update | tracking | set default lead source to direct,qooqu,2024-04-17,https://github.com/roostergrin/rooster-reminders-back-end/pull/2571
rooster-reminders-back-end,enhance | emails | add s3_obj_id,Gordoburrito,2024-04-17,https://github.com/roostergrin/rooster-reminders-back-end/pull/2572
rooster-reminders-back-end,update | leads | prevent dups,qooqu,2024-04-16,https://github.com/roostergrin/rooster-reminders-back-end/pull/2568
rooster-reminders-back-end,update | patient | associate existing lead,qooqu,2024-04-16,https://github.com/roostergrin/rooster-reminders-back-end/pull/2569
rooster-reminders-back-end,deploy update | call model create_or_update_lead and all lrp to prac model,qooqu,2024-04-15,https://github.com/roostergrin/rooster-reminders-back-end/pull/2567
rooster-reminders-back-end,update | call model create_or_update_lead and all lrp to prac model,qooqu,2024-04-15,https://github.com/roostergrin/rooster-reminders-back-end/pull/2566
rooster-reminders-back-end,fix | calls replies controller,qooqu,2024-04-12,https://github.com/roostergrin/rooster-reminders-back-end/pull/2565
rooster-reminders-back-end,fix | calls replies controller,qooqu,2024-04-12,https://github.com/roostergrin/rooster-reminders-back-end/pull/2564
rooster-reminders-back-end,deploy update | new lead from text | check for exist leads only within prac,qooqu,2024-04-12,https://github.com/roostergrin/rooster-reminders-back-end/pull/2563
rooster-reminders-back-end,update | new lead from text | check for exist leads only within prac,qooqu,2024-04-12,https://github.com/roostergrin/rooster-reminders-back-end/pull/2562
openchair_widget,update | liine | adds appointment_time param to post,qooqu,2024-04-12,https://github.com/roostergrin/openchair_widget/pull/280
openchair_widget,deploy update | liine | adds appointment_time param to post,qooqu,2024-04-12,https://github.com/roostergrin/openchair_widget/pull/281
rooster-reminders-back-end,deploy | fix | lead events for email and text stuff AND update | crm | add click to call / text tracking,qooqu,2024-04-12,https://github.com/roostergrin/rooster-reminders-back-end/pull/2561
rooster-reminders-back-end,revert | tracking controller stuff,Gordoburrito,2024-04-10,https://github.com/roostergrin/rooster-reminders-back-end/pull/2560
rooster-reminders-back-end,update | crm | add click to call / text tracking,Gordoburrito,2024-04-10,https://github.com/roostergrin/rooster-reminders-back-end/pull/2559
rooster-reminders-back-end,update | c9 os api | allowed pracs refactor and remove ooso,qooqu,2024-04-05,https://github.com/roostergrin/rooster-reminders-back-end/pull/2558
rooster-reminders-back-end,fix | lead events for email and text stuff ... and oops some tracking stuff by accident,Gordoburrito,2024-04-04,https://github.com/roostergrin/rooster-reminders-back-end/pull/2557
rooster-reminders-back-end,deploy update | lead update controller and  c9 os api,Gordoburrito,2024-04-03,https://github.com/roostergrin/rooster-reminders-back-end/pull/2556
rooster_reminders_front_end,deploy update | message settings | filter out lead custom message settings,qooqu,2024-04-02,https://github.com/roostergrin/rooster_reminders_front_end/pull/816
rooster-reminders-back-end,update | lead update controller | refactor logic and handle converted leads,Gordoburrito,2024-04-01,https://github.com/roostergrin/rooster-reminders-back-end/pull/2555
rooster_reminders_front_end,update | message settings | filter out lead custom message settings,qooqu,2024-04-01,https://github.com/roostergrin/rooster_reminders_front_end/pull/815
rooster-reminders-back-end,update | crm conversations index controller | use leads_determine_who_to_contact,qooqu,2024-03-29,https://github.com/roostergrin/rooster-reminders-back-end/pull/2553
rooster-reminders-back-end,deploy update | crm conversations index controller | use leads_determine_who_to_contact,qooqu,2024-03-29,https://github.com/roostergrin/rooster-reminders-back-end/pull/2554
rooster-reminders-back-end,update | upsertion | crm daily metrics records,BryantFukushima,2024-03-28,https://github.com/roostergrin/rooster-reminders-back-end/pull/2548
rooster-reminders-back-end,Deploy | removes white ortho from c9 responsible party feature,Gordoburrito,2024-03-28,https://github.com/roostergrin/rooster-reminders-back-end/pull/2550
rooster-reminders-back-end,update | remove white ortho from new c9 stuff,qooqu,2024-03-28,https://github.com/roostergrin/rooster-reminders-back-end/pull/2551
rooster-reminders-back-end,!!! DEPLOY CRM OMG LOL !!!,qooqu,2024-03-28,https://github.com/roostergrin/rooster-reminders-back-end/pull/2552
openchair_widget,update | liine | send is_new param as string,qooqu,2024-03-28,https://github.com/roostergrin/openchair_widget/pull/278
openchair_widget,deploy update | liine | send is_new param as string,qooqu,2024-03-28,https://github.com/roostergrin/openchair_widget/pull/279
rooster-reminders-back-end,move lead events controller to proper folder and path,Gordoburrito,2024-03-28,https://github.com/roostergrin/rooster-reminders-back-end/pull/2549
rooster-reminders-back-end,new product | crm,qooqu,2024-03-27,https://github.com/roostergrin/rooster-reminders-back-end/pull/2547
rooster-reminders-back-end, fix | Cloud9 Patient Demographic,BryantFukushima,2024-03-26,https://github.com/roostergrin/rooster-reminders-back-end/pull/2545
rooster-reminders-back-end,Deploy | C9 Patient Demographic,BryantFukushima,2024-03-26,https://github.com/roostergrin/rooster-reminders-back-end/pull/2546
openchair_widget,deploy update | liine | add params,qooqu,2024-03-22,https://github.com/roostergrin/openchair_widget/pull/277
rooster-reminders-back-end,crm-staging | google ads integration and sync,BryantFukushima,2024-03-22,https://github.com/roostergrin/rooster-reminders-back-end/pull/2543
openchair_widget,update | liine | add params,qooqu,2024-03-22,https://github.com/roostergrin/openchair_widget/pull/276
rooster-reminders-back-end,crm-staging | text | remove fn with name conflict,qooqu,2024-03-22,https://github.com/roostergrin/rooster-reminders-back-end/pull/2544
rooster-reminders-back-end,crm-staging |  booking | update create_lead_event,qooqu,2024-03-21,https://github.com/roostergrin/rooster-reminders-back-end/pull/2541
rooster-reminders-back-end,crm-staging | call | fixes and tweaks,qooqu,2024-03-21,https://github.com/roostergrin/rooster-reminders-back-end/pull/2542
rooster-reminders-back-end,crm-staging | blasts | fix circular reference,qooqu,2024-03-21,https://github.com/roostergrin/rooster-reminders-back-end/pull/2540
rooster-reminders-back-end,crm-staging | fix create_lead_event,qooqu,2024-03-21,https://github.com/roostergrin/rooster-reminders-back-end/pull/2538
rooster-reminders-back-end,crm-staging | update crm message scheduling,qooqu,2024-03-21,https://github.com/roostergrin/rooster-reminders-back-end/pull/2539
rooster-reminders-back-end,"crm-staging | blasts | some tweaks, adds lead skipper",qooqu,2024-03-20,https://github.com/roostergrin/rooster-reminders-back-end/pull/2537
rooster-reminders-back-end,crm-staging | centralize magic numbers,qooqu,2024-03-19,https://github.com/roostergrin/rooster-reminders-back-end/pull/2532
rooster-reminders-back-end,crm-staging | consolidate migrations,qooqu,2024-03-19,https://github.com/roostergrin/rooster-reminders-back-end/pull/2531
rooster-reminders-back-end,crm-staging | only schedule messages for a lead's latest lead event,qooqu,2024-03-19,https://github.com/roostergrin/rooster-reminders-back-end/pull/2535
rooster-reminders-back-end,crm-staging | message scheduler | fix date range,qooqu,2024-03-19,https://github.com/roostergrin/rooster-reminders-back-end/pull/2536
rooster-reminders-back-end,crm-staging | prevent lead events on converted leads,qooqu,2024-03-19,https://github.com/roostergrin/rooster-reminders-back-end/pull/2534
rooster-reminders-back-end,crm-staging | update conversations for the inbox,Gordoburrito,2024-03-19,https://github.com/roostergrin/rooster-reminders-back-end/pull/2533
rooster-reminders-back-end,crm-staging | merge staging,qooqu,2024-03-18,https://github.com/roostergrin/rooster-reminders-back-end/pull/2527
rooster-reminders-back-end,update | dolphin url encoding for dates,qooqu,2024-03-18,https://github.com/roostergrin/rooster-reminders-back-end/pull/2528
rooster-reminders-back-end,crm-staging | merge staging,qooqu,2024-03-18,https://github.com/roostergrin/rooster-reminders-back-end/pull/2530
rooster-reminders-back-end,deploy update | dolphin url encoding for dates,qooqu,2024-03-18,https://github.com/roostergrin/rooster-reminders-back-end/pull/2529
rooster-reminders-back-end,"deploy update | do_not_send | capogna, pending pts",qooqu,2024-03-15,https://github.com/roostergrin/rooster-reminders-back-end/pull/2526
rooster-reminders-back-end,"update | do_not_send | capogna, pending pts",qooqu,2024-03-14,https://github.com/roostergrin/rooster-reminders-back-end/pull/2525
rooster-reminders-back-end,update | c9 os updates | adds white ortho,qooqu,2024-03-14,https://github.com/roostergrin/rooster-reminders-back-end/pull/2523
rooster-reminders-back-end,crm-staging | Refactor lead_events_controller and routes.rb,Gordoburrito,2024-03-14,https://github.com/roostergrin/rooster-reminders-back-end/pull/2522
rooster-reminders-back-end,crm-staging | create lead from unknown inbound text,qooqu,2024-03-14,https://github.com/roostergrin/rooster-reminders-back-end/pull/2521
rooster-reminders-back-end,deploy update | c9 os updates | adds white ortho,qooqu,2024-03-14,https://github.com/roostergrin/rooster-reminders-back-end/pull/2524
rooster-reminders-back-end,crm-staging | create lead from unknown inbound call,qooqu,2024-03-13,https://github.com/roostergrin/rooster-reminders-back-end/pull/2520
rooster-reminders-back-end,crm-staging | create lead and lead responsible party from OS widget,qooqu,2024-03-13,https://github.com/roostergrin/rooster-reminders-back-end/pull/2519
rooster-reminders-back-end,deploy udpate | dolphin os create appt | error handling,qooqu,2024-03-12,https://github.com/roostergrin/rooster-reminders-back-end/pull/2518
rooster-reminders-back-end,udpate | dolphin os create appt | error handling,qooqu,2024-03-12,https://github.com/roostergrin/rooster-reminders-back-end/pull/2517
rooster-reminders-back-end,crm-staging | blast leads,Gordoburrito,2024-03-11,https://github.com/roostergrin/rooster-reminders-back-end/pull/2516
rooster-reminders-back-end,crm-staging | adds lead_revenue_estimate stuff,qooqu,2024-03-09,https://github.com/roostergrin/rooster-reminders-back-end/pull/2515
rooster_reminders_front_end,update | textingonly | missed call text requires voip,qooqu,2024-03-08,https://github.com/roostergrin/rooster_reminders_front_end/pull/813
rooster_reminders_front_end,deploy update | textingonly | missed call text requires voip,qooqu,2024-03-08,https://github.com/roostergrin/rooster_reminders_front_end/pull/814
openchair_widget,deploy update | ssp liine os | choose endpoint by location,qooqu,2024-03-07,https://github.com/roostergrin/openchair_widget/pull/275
openchair_widget,update | ssp liine os | choose endpoint by location,qooqu,2024-03-07,https://github.com/roostergrin/openchair_widget/pull/274
rooster-reminders-back-end,deploy update | post recall reminders | check for appts since recall date,qooqu,2024-03-07,https://github.com/roostergrin/rooster-reminders-back-end/pull/2514
openchair_widget,update | ssp liine os | choose endpoint by location,qooqu,2024-03-07,https://github.com/roostergrin/openchair_widget/pull/272
openchair_widget,deploy update | ssp liine os | choose endpoint by location,qooqu,2024-03-07,https://github.com/roostergrin/openchair_widget/pull/273
rooster-reminders-back-end,update | post recall reminders | check for appts since recall date,qooqu,2024-03-06,https://github.com/roostergrin/rooster-reminders-back-end/pull/2513
rooster_reminders_front_end,deploy update | adds textingonly product,qooqu,2024-03-05,https://github.com/roostergrin/rooster_reminders_front_end/pull/811
openchair_widget,deploy update | ssp liine | add guard for no liine info #270,qooqu,2024-03-05,https://github.com/roostergrin/openchair_widget/pull/271
openchair_widget,update | ssp liine | add guard for no liine info,qooqu,2024-03-05,https://github.com/roostergrin/openchair_widget/pull/270
rooster-reminders-back-end,deploy update | adds textingonly product #2511,qooqu,2024-03-05,https://github.com/roostergrin/rooster-reminders-back-end/pull/2512
rooster_reminders_front_end,update | texting only | adds texting unknown number,qooqu,2024-03-05,https://github.com/roostergrin/rooster_reminders_front_end/pull/812
rooster_reminders_front_end,update | adds textingonly product,qooqu,2024-03-04,https://github.com/roostergrin/rooster_reminders_front_end/pull/810
rooster_reminders_front_end,deploy update | login | adds forgot pw #808,qooqu,2024-03-04,https://github.com/roostergrin/rooster_reminders_front_end/pull/809
rooster-reminders-back-end,update | adds textingonly product,qooqu,2024-03-04,https://github.com/roostergrin/rooster-reminders-back-end/pull/2511
rooster_reminders_front_end,update | missed call text | refactor eligible and add mattiacio,qooqu,2024-03-01,https://github.com/roostergrin/rooster_reminders_front_end/pull/806
rooster_reminders_front_end,deploy update | missed call text | refactor eligible and add mattiacio #806,qooqu,2024-03-01,https://github.com/roostergrin/rooster_reminders_front_end/pull/807
rooster-reminders-back-end,"deploy update | c9 OS | create responsible party, add email and cell to pt #2488",Gordoburrito,2024-03-01,https://github.com/roostergrin/rooster-reminders-back-end/pull/2508
rooster-reminders-back-end,feat | CRM | adding ad account controllers for onboarding,BryantFukushima,2024-03-01,https://github.com/roostergrin/rooster-reminders-back-end/pull/2507
rooster-reminders-back-end,crm-staging: makes lead event on lead status change,Gordoburrito,2024-03-01,https://github.com/roostergrin/rooster-reminders-back-end/pull/2506
rooster-reminders-back-end,deploy hotfix | C9 OS | adds eligibility check: does prac have a default_relationship_type?,Gordoburrito,2024-03-01,https://github.com/roostergrin/rooster-reminders-back-end/pull/2510
rooster-reminders-back-end,hotfix | C9 OS | adds eligibility check: does prac have a default_relationship_type?,Gordoburrito,2024-03-01,https://github.com/roostergrin/rooster-reminders-back-end/pull/2509
rooster_reminders_front_end,update | login | adds forgot pw,qooqu,2024-03-01,https://github.com/roostergrin/rooster_reminders_front_end/pull/808
